text,category
can you tell me what's on the schedule for tomorrow,calendar_query
do i have any thing going on at five,calendar_query
what's coming up this week,calendar_query
do the knicks have a game at home tonight,calendar_query
do i have free time next tuesday to schedule a meeting,calendar_query
how many things do i have planned tonight,calendar_query
hey please provide information about events by the end of the day,calendar_query
let me know about upcoming events,calendar_query
do i have anything scheduled in my events,calendar_query
please check my reminders,calendar_query
what time do i have a doctors appointment on the twenty second,calendar_query
what are the upcoming reminders,calendar_query
what time am i supposed to pick up john again,calendar_query
what time is the evening meeting i have with john,calendar_query
show me future events,calendar_query
list all the events in my march calendar,calendar_query
did you add tomorrow's meeting to my calendar,calendar_query
when is the doctor's appointment,calendar_query
which is the next event coming up,calendar_query
what is scheduled on my calendar today,calendar_query
is the thanks giving event on fourteenth of this month true,calendar_query
please check my coming up events,calendar_query
do i have any meetings on friday's afternoon,calendar_query
do i have any events scheduled today,calendar_query
is there any program for tomorrow evening,calendar_query
notify me about the meetings over a period of some days,calendar_query
open events this week,calendar_query
do i have any calendar events this month,calendar_query
what are my reminders for this week,calendar_query
what events are going to happen in my city between two four pm today,calendar_query
is the balloon festival this weekend,calendar_query
who is scheduled for tomorrow's meeting,calendar_query
does my calendar say i'm free on april one two thousand and seventeen,calendar_query
from four to six when do i have a free break,calendar_query
are there any meetings set for next wednesday,calendar_query
what is my schedule for tomorrow morning,calendar_query
is mary's birthday party tonight,calendar_query
tell me what's happening this week,calendar_query
do i have a busy day today,calendar_query
what are meeting scheduled for today,calendar_query
what is my next event,calendar_query
what time is the party tonight,calendar_query
am i on vacation this week,calendar_query
what meetings do i have next thursday,calendar_query
what's going on between three hundred and thirty and four,calendar_query
do i have a party tomorrow save on my calendar,calendar_query
when monet's exhibition takes place,calendar_query
do i have meeting with steve this week,calendar_query
what time do i work tomorrow,calendar_query
when is dale's birthday,calendar_query
give me today's calendar events after six pm,calendar_query
can you check the facts on this issue,calendar_query
what's my next events,calendar_query
what date is my anniversary,calendar_query
show me my events,calendar_query
is there valet service at the event,calendar_query
show me my meetings this Friday,calendar_query
what's on my schedule this week,calendar_query
are there any events schedule for this week,calendar_query
show me my reminders,calendar_query
My weekly plan,calendar_query
what are my plans for today,calendar_query
pawel prepare the meeting with john,calendar_query
when is my next appointment with dr smith,calendar_query
whats my schedule today,calendar_query
show todays reminders,calendar_query
make a list of all the halloween events going around in new york,calendar_query
what is happening this weekend,calendar_query
first week of march meetings,calendar_query
are there any events on my calendar for this week,calendar_query
please show today meting with clients,calendar_query
do i have any pending reminder,calendar_query
can you pull up the latest time so i won't be late for my appointment,calendar_query
what do i have next to do,calendar_query
do i have a date for tonight,calendar_query
tell me if there are any events from three to five,calendar_query
remove standup on Friday at ten am,calendar_remove
update the calendar with the last event removed,calendar_remove
take away all events,calendar_remove
erase next calendar event,calendar_remove
clear my schedule for today,calendar_remove
cancel everything on my calendar,calendar_remove
cancel my meeting tomorrow,calendar_remove
hey olly make sure my calendar is completely clear tomorrow,calendar_remove
can you delete the doctors appointment i had Tuesday,calendar_remove
i wish this event to be removed from my calendar,calendar_remove
remove my dinner event for monday,calendar_remove
please clear jeff's birthday from the calendar,calendar_remove
can you please disregard the party that i will be going to this weekend on my calendar,calendar_remove
clear all events on my calendar,calendar_remove
i need everything deleted from calendar please,calendar_remove
remove next meeting today in my calendar,calendar_remove
cancel the breakfast at tiffany's house,calendar_remove
remove the fundraiser for dolphines in april,calendar_remove
please clear out my calendar completely,calendar_remove
delete meeting,calendar_remove
can you take off the next event on my calendar,calendar_remove
remove the doctor's appointment i added to my calendar for february twelfth at nine am,calendar_remove
hey olly on the twentieth clear my calendar,calendar_remove
cancel my event on june nineteenth,calendar_remove
remove all upcoming events please,calendar_remove
clean my calendar,calendar_remove
remove all events from my calendar,calendar_remove
hi olly please cancel all the programs for friday,calendar_remove
i don't want to attend the dinner on march first any more so could you remove it from my agenda,calendar_remove
please delete all meetings of today after seven pm,calendar_remove
cancel business meeting on wednesday,calendar_remove
delete appointment at time,calendar_remove
delete my dentist appointment,calendar_remove
erase my next calendar event,calendar_remove
i want you to remove this event,calendar_remove
remove today's meeting at evening,calendar_remove
delete all my appointments for today,calendar_remove
cancel all my appointments,calendar_remove
remove calendar events for this week,calendar_remove
remove sample meeting from calendar app,calendar_remove
get rid of everything on my calendar,calendar_remove
please delete this calendar event,calendar_remove
hi olly please remove the birthday event on coming sunday,calendar_remove
remove all the reminders from the calendar,calendar_remove
remove all the events and schedules,calendar_remove
delete my next scheduled event please,calendar_remove
cancel tomorrow's meeting,calendar_remove
can you delete all events from my calendar,calendar_remove
delete event for tuesday,calendar_remove
clear my day on the twenty ninth,calendar_remove
clear everything from the calendar,calendar_remove
delete the events from the calendar on twenty eighth march,calendar_remove
remove the event from monday,calendar_remove
take off the doctor's appointment on march twentieth,calendar_remove
cancel meeting at three,calendar_remove
delete all recurring staff meetings,calendar_remove
remove all the events of last month from the calendar,calendar_remove
i'm not doing thing this week,calendar_remove
delete all events for the next five days,calendar_remove
can you delete the dentist appointment,calendar_remove
please remove my next event,calendar_remove
delete my meeting for one pm on march nineteenth,calendar_remove
i need to cancel my rsvp for dinner this evening can you remove it on my calendar as well,calendar_remove
remove all the events in my calendar,calendar_remove
can you deleted the current event,calendar_remove
event remove,calendar_remove
remove meeting for wednesday morning,calendar_remove
dismiss my next event,calendar_remove
give some of delete in today events,calendar_remove
delete the next event in the calendar,calendar_remove
cancel all meetings for today,calendar_remove
clear all events from march seven,calendar_remove
remove my calendar event at one pm today,calendar_remove
please remove the appointment which i have made with mrjim,calendar_remove
can you remove that on my calendar,calendar_remove
please delete my lunch date from the march twenty third schedule,calendar_remove
list all events and delete,calendar_remove
delete all details in event,calendar_remove
take out event from calendar,calendar_remove
delete my calendar,calendar_remove
change the plan of meeting,calendar_remove
delete all appointments for tomorrow,calendar_remove
erase my appointment for march seven,calendar_remove
remove birthday party,calendar_remove
find my next event and delete it please,calendar_remove
cancel my birthday party,calendar_remove
please delete all my calendar events,calendar_remove
clear off the vet appointment tomorrow,calendar_remove
delete an first event of twenty third of march twenty seventeen,calendar_remove
clean my entire calendar,calendar_remove
please delete all calendar events,calendar_remove
erase my whole calendar,calendar_remove
remove john's birthday from the calendar,calendar_remove
clear everything off my calendar for the rest of the year,calendar_remove
can you take out dentist appointment from my calendar,calendar_remove
please remove this event from my calendar,calendar_remove
can you delete the not so important events,calendar_remove
